Unnamed: 0,name,artist,danceability,energy,key,mode,valence,tempo,Cluster
45502,No Easy Way,Máire Brennan,0.485,0.228,2,0,0.308,0.6887419159044769,1
45503,Green And Blue,Deep Forest,0.64,0.653,6,0,0.548,0.7283743904225706,0
45504,The Ocean Dreams,2002,0.204,0.257,4,1,0.14,0.4771677933820298,1
45505,Dying Light,Conjure One,0.491,0.692,2,0,0.0576,0.3976684317377928,1
45506,Voices Of The Land,Máire Brennan,0.54,0.331,2,0,0.304,0.3350970091462776,1
45507,Quiet Friend,Steve Roach,0.16,0.0371,8,0,0.0406,0.5859729169718915,0
45508,Lake Erie Rainfall,Jim Brickman,0.332,0.0991,10,1,0.185,0.6106448439691078,2
45509,Tigris & Euphrates,Cusco,0.548,0.352,11,0,0.188,0.5863705812176898,2
45510,Titles,Vangelis,0.493,0.306,1,1,0.119,0.5694007827706733,1
45511,Abode,Azam Ali,0.511,0.6,6,0,0.35,0.4850959626614203,0
45512,Barefoot,Amethystium,0.577,0.412,2,0,0.277,0.5858012934552838,1
45513,The Alkemyst,Dos Hombres,0.702,0.664,1,0,0.562,0.7535360723330334,1
45514,Crickets,Air,0.185,0.284,11,1,0.037,0.4180539567592457,2
45515,The Home That I Will Never See,Hagalaz' Runedance,0.228,0.476,7,1,0.167,0.5864710437639967,0
45516,The Inner Child,Mike Oldfield,0.198,0.18,9,1,0.205,0.4291634400050232,2
45517,First Landing,Mike Oldfield,0.31,0.631,5,0,0.173,0.348048305741016,0
45518,Heaven Coming Down,The Tea Party,0.336,0.876,2,1,0.248,0.7712258523619164,1
45519,Clear Light,Mike Oldfield,0.334,0.282,5,1,0.169,0.6171121203876181,0
45520,Kitu,Deepak Ram,0.573,0.535,7,1,0.258,0.6728144163753951,0
45521,Entering Twin Falls,Nicholas Gunn,0.293,0.642,0,1,0.363,0.4697879821678981,1
45522,The Bell,Mike Oldfield,0.56,0.375,11,1,0.125,0.4184725507021914,2
45523,Pernambucobucolismo,Marisa Monte,0.394,0.381,4,0,0.106,0.3610037882751837,1
45524,12 O'Clock,Vangelis,0.161,0.163,1,0,0.0421,0.552414240565939,1
45525,Blue Saloon,Mike Oldfield,0.473,0.0703,9,1,0.216,0.6092216245630926,2
45526,Loving Touch,Deuter,0.145,0.00953,2,1,0.098,0.3334728646476486,1
45527,Pacifique,Deep Forest,0.583,0.491,1,0,0.433,0.6026538855982755,1
45528,"Adeste, Fideles",Enya,0.143,0.271,0,1,0.141,0.3108353042131481,1
45529,Kyrie Eleison,Stellamara,0.183,0.222,11,0,0.04,0.4782561376336885,2
45530,Forest Power,Deep Forest,0.761,0.712,7,1,0.742,0.4187278930073882,0
45531,All Out Of Love,Andru Donalds,0.573,0.691,8,1,0.568,0.4517130957115051,0
45532,Angelique,Mike Oldfield,0.585,0.498,2,0,0.309,0.3516105401954834,1
45533,Serpent Dream,Mike Oldfield,0.719,0.647,4,1,0.0395,0.4521191318361623,1
45534,Ansiedad,Medwyn Goodall,0.395,0.517,0,1,0.683,0.7433851692166015,1
45535,Sunjammer,Mike Oldfield,0.625,0.341,4,1,0.456,0.4059021745955337,1
45536,Synaesthetic,Blue Man Group,0.711,0.435,6,1,0.788,0.6678080328177651,0
45537,Breathing Silence,Karunesh,0.226,0.393,7,0,0.0339,0.5043303543397728,0
45538,The Oh Of Pleasure,Ray Lynch,0.257,0.319,8,1,0.0424,0.3968186860336131,0
45539,Vivaldi's Rain,Celtic Woman,0.293,0.177,2,1,0.481,0.5953494212938739,1
45540,Red Dawn,Mike Oldfield,0.303,0.136,4,0,0.299,0.7529374829946212,1
45541,Blessing,Deuter,0.239,0.162,0,1,0.053,0.3136984867828963,1
45542,Angels In The Snow,David Arkenstone,0.177,0.3,11,0,0.1,0.6366562715837502,2
45543,Crystal Clear,Mike Oldfield,0.564,0.371,4,0,0.417,0.3641725444232822,1
45544,Good King Wenceslas,Mannheim Steamroller,0.715,0.549,0,1,0.554,0.4162288871680027,1
45545,On Walks The Night,Jesse Cook,0.647,0.717,2,1,0.495,0.4353879319366249,1
45546,Inverness,Suzanne Ciani,0.187,0.277,6,1,0.103,0.4908097699826284,0
45547,The Last Rose Of Summer,Celtic Woman,0.248,0.123,4,1,0.118,0.3189057954331401,1
45548,Principles Of Lust: Sadeness/Find Love/Sadeness (Reprise) (Medley),Enigma,0.611,0.41,7,1,0.46,0.397697733313799,0
45549,Deep Distance,Ashra,0.122,0.238,11,1,0.218,0.3622930576194562,2
45550,Sonargaon,Daniel Masson,0.522,0.488,10,0,0.641,0.7033843320287155,2
45551,I've Got An Angel,Eurythmics,0.686,0.777,0,1,0.711,0.4492475773875552,1
45552,Magic Flower,2002,0.0875,0.177,9,1,0.0743,0.2336005358002469,2
45553,Our Wedding Day,Ronan Hardiman,0.168,0.139,9,1,0.141,0.3876179911676678,2
45554,The Long Way Home,Lindstrøm,0.557,0.822,11,0,0.23,0.7727913937085332,2
45555,Si La Nieve,Hevia,0.219,0.29,4,0,0.169,0.6279411456916218,1
45556,Turning,Suzanne Ciani,0.486,0.289,1,1,0.179,0.5148831076414325,1
45557,Namah Shivaya,Krishna Das,0.588,0.716,8,1,0.477,0.4648736892777162,0
45558,Kublai Khan,Cusco,0.674,0.761,9,1,0.89,0.4342409845329538,2
45559,Sweet Allure,Balligomingo,0.55,0.83,4,1,0.535,0.3976391301617866,1
45560,White Mischief,Penguin Cafe Orchestra,0.543,0.455,4,1,0.129,0.5768768705916826,1
45561,Humility,Wim Mertens,0.198,0.209,2,0,0.0742,0.5284832248477365,1
45562,The Watchman,Máire Brennan,0.615,0.701,7,1,0.446,0.4395529416689341,0
45563,Celestial Soda Pop,Ray Lynch,0.614,0.162,1,0,0.39,0.6203938969003119,1
45564,The Butterfly,Celtic Woman,0.403,0.576,4,0,0.863,0.4992109504175475,1
45565,He Is Sailing,Jon & Vangelis,0.644,0.48,1,1,0.389,0.5153686766152494,1
45566,And the Grass Grows By Itself,Karunesh,0.375,0.313,0,1,0.0495,0.3764080453755835,1
45567,Send Me A Song,Celtic Woman,0.427,0.169,0,1,0.219,0.4677494296657528,1
45568,Hark! The Herald Angels Sing,Mannheim Steamroller,0.494,0.69,0,1,0.509,0.5741141505682413,1
45569,Ancient Voices,Karunesh,0.121,0.182,2,0,0.0386,0.3142426589087256,1
45570,An Gleann,Clannad,0.632,0.424,9,0,0.486,0.3344816760501476,2
45571,Evensong,Secret Garden,0.147,0.25,4,0,0.126,0.3369220787375207,1
45572,Flight Over North Rim,Nicholas Gunn,0.557,0.704,0,1,0.323,0.5990246761129367,1
45573,Daphne,Lia Ices,0.37,0.296,3,1,0.127,0.5275748759915444,1
45574,Earth Born,Kitaro,0.122,0.317,2,1,0.0716,0.3191862533749137,1
45575,The Furnace,Tomáš Dvořák,0.601,0.316,4,0,0.61,0.3349295715690994,1
45576,Will Ye Go Lassie Go,Celtic Spirit,0.355,0.406,7,1,0.0514,0.6697670524707507,0
45577,Olde Mill Inn,Blackmore's Night,0.427,0.626,2,1,0.0537,0.7127231628958329,1
45578,The Soft Goodbye,Celtic Woman,0.224,0.231,10,1,0.124,0.3436237677640805,2
45579,1716,Deep Forest,0.327,0.141,1,1,0.0476,0.4062286778710313,1
45580,Field of Tears,Chris Spheeris,0.0911,0.259,2,0,0.175,0.6946817639548756,1
45581,Club Nowhere,Blue Man Group,0.518,0.341,1,1,0.0382,0.7645660227296512,1
45582,Christmas Secrets,Enya,0.235,0.188,10,1,0.111,0.502233198685615,2
45583,Heavenly Pop Hit,The Chills,0.63,0.584,9,0,0.917,0.4829360179158208,2
45584,I Am Eve,Mediæval Bæbes,0.591,0.512,8,1,0.218,0.6447644362586074,0
45585,The Sacred Fire,Nicholas Gunn,0.556,0.376,0,1,0.29,0.3811046694154336,1
45586,Animals Can't Laugh,Moriarty,0.705,0.273,7,0,0.168,0.4933213336403023,0
45587,Touched by Love,Bernward Koch,0.211,0.0512,6,0,0.0671,0.2846187655664622,0
45588,Devi Puja,Krishna Das,0.293,0.441,0,0,0.131,0.3644823039410619,1
45589,Full Moon Sonata,Suzanne Ciani,0.568,0.127,11,0,0.376,0.4062286778710313,2
45590,Andalu,Chris Spheeris,0.593,0.341,4,0,0.174,0.4495238493898993,1
45591,Aphrodite,Cusco,0.081,0.332,10,1,0.0543,0.3027145817200025,2
45592,Towards the Dream,Steve Roach,0.412,0.727,2,0,0.962,0.6601142761464243,1
45593,Om Namo Bhagavate,Deva Premal,0.29,0.261,9,1,0.173,0.5262772347684129,2
45594,Muscles,Diana Ross,0.704,0.291,7,0,0.3,0.3446116494694322,0
45595,Rivers Of Belief,Enigma,0.568,0.594,1,1,0.5,0.397597270767492,1
45596,Maya Gold,Mike Oldfield,0.3,0.0939,4,0,0.0766,0.3947926913497562,1
45597,Oracle of Delphi,Cusco,0.591,0.821,5,1,0.586,0.5440716632830324,0
45598,Carrickfergus,Celtic Woman,0.286,0.0875,9,1,0.272,0.6843885388978422,2
45599,Sad Lisa,Angels Of Venice,0.475,0.214,2,1,0.229,0.4691559053140501,1
45600,Dark Island,Mike Oldfield,0.652,0.371,9,1,0.591,0.4184809225810503,2
45601,Traveler Winds,2002,0.112,0.303,8,1,0.0383,0.3904267565248331,0
45602,Dark Voices,Era,0.753,0.462,7,1,0.193,0.4646350907302372,0
45603,Erthe Upon Erthe,Mediæval Bæbes,0.528,0.496,2,1,0.659,0.6186734757948052,1
45604,Witchi Tai To,Harpers Bizarre,0.469,0.424,11,1,0.214,0.4551371941648005,2
45605,Sheba,Mike Oldfield,0.727,0.427,6,1,0.328,0.5012495029196928,0
45606,Etude,Mike Oldfield,0.681,0.448,9,1,0.536,0.5911844115615648,2
45607,Mid Winter's Night,Blackmore's Night,0.382,0.335,2,1,0.463,0.7033592163921388,1
45608,I See Red,Clannad,0.579,0.542,11,0,0.642,0.6205236610226251,2
45609,Courage Of The Wind,David Lanz,0.409,0.201,2,0,0.173,0.793570397036355,1
45610,Christmas Pipes,Celtic Woman,0.494,0.36,5,1,0.313,0.435379560057766,0
45611,Englabörn,Jóhann Jóhannsson,0.202,0.113,10,1,0.0346,0.2878461248665732,2
45612,Land of the Midnight Sun,Cusco,0.629,0.43,2,0,0.59,0.4650620565520417,1
45613,Zablejalo Mi Agance,Stellamara,0.161,0.212,2,1,0.044,0.3604428723916365,1
45614,Running Out Of Time,Madrugada,0.333,0.867,11,0,0.37,0.5724481466753176,2
45615,Shamanic Tea,Tripswitch,0.57,0.728,7,1,0.347,0.5443018899516525,0
45616,Altered State,Mike Oldfield,0.557,0.569,2,1,0.708,0.3805981707444694,1
45617,Lady Of The Lake,Rick Wakeman,0.126,0.244,6,1,0.113,0.347416228887168,0
45618,On Sacred Ground,Yanni,0.478,0.623,0,1,0.123,0.391205341258712,1
45619,Russian,Mike Oldfield,0.508,0.162,2,1,0.241,0.3230708051654493,1
45620,To Touch The Sky,2002,0.238,0.205,1,1,0.0893,0.2498084932711023,1
45621,Beside,Jon & Vangelis,0.4,0.104,2,1,0.166,0.5043010527637666,1
45622,Let Your Troubles Roll By,Carbon Leaf,0.454,0.603,9,1,0.645,0.6539065279725403,2
45623,Mo Ghile Mear,Celtic Woman,0.397,0.365,7,1,0.417,0.4236296280792818,0
45624,Lovers Of Light,Afro Celt Sound System,0.579,0.942,7,1,0.408,0.5609786726386069,0
45625,Foo Foo,Santana,0.669,0.92,9,1,0.89,0.5014336842545889,2
45626,Christmas Angels,Clannad,0.43,0.408,7,0,0.106,0.4980263295590113,0
45627,Night Village,Deep Forest,0.803,0.275,11,1,0.744,0.577559178718684,2
45628,Albedo 0.39,Vangelis,0.221,0.265,8,1,0.231,0.3835701877393834,0
45629,St. Teresa,Blackmore's Night,0.397,0.901,9,0,0.254,0.317373741601959,2
45630,Yesterday's Songs,Neil Diamond,0.621,0.316,5,1,0.339,0.4033445656041358,0
45631,Out To Sea,Ólafur Arnalds,0.319,0.153,10,0,0.0368,0.7775340630821073,2
45632,Rising in Love,Govi,0.714,0.636,6,0,0.818,0.4185646413696394,0
45633,Wedding Rain,Liz Story,0.245,0.18,1,1,0.0398,0.2871010276481299,1
45634,"O Come, O Come, Emmanuel",Enya,0.152,0.132,11,0,0.0501,0.3776763850227088,2
45635,The Horsemen of Bulgar,Cusco,0.511,0.526,3,1,0.795,0.6652964691600913,1
45636,Just Call My Name (I'll Be There),Blackmore's Night,0.55,0.788,11,0,0.411,0.5106008916050986,2
45637,The Mayflower,Jon & Vangelis,0.208,0.119,3,1,0.0487,0.3895811967600829,1
45638,Firebird,White Noise,0.559,0.317,5,1,0.348,0.5387471483287638,0
45639,The Wild Cry,Clannad,0.492,0.565,4,0,0.155,0.3656543669813097,1
45640,La Pluie,Amethystium,0.422,0.662,5,1,0.075,0.3974800644634673,0
45641,Pour les oiseaux (variation 3),Sylvain Chauveau,0.114,0.146,5,1,0.189,0.6477071516775152,0
45642,Seanchas,Clannad,0.558,0.712,10,1,0.575,0.3939680612821533,2
45643,Lila,Vas,0.637,0.608,6,0,0.814,0.7114297076121309,0
45644,Face In The Photograph,Yanni,0.511,0.351,7,1,0.344,0.3194541534983989,0
45645,Naves,Hevia,0.457,0.622,2,1,0.196,0.5191109064651835,1
45646,Sobrepena,Hevia,0.361,0.483,2,1,0.209,0.3977061051926579,1
45647,She Moves Through the Fair,Mike Oldfield,0.362,0.127,7,1,0.0596,0.4101760187530087,0
45648,Clair de Lune,David Garrett,0.152,0.3,1,1,0.0593,0.3203708742334498,1
45649,Funky Guru,Prem Joshua,0.558,0.657,1,1,0.755,0.3351053810251366,1
45650,The Magic of the Night,Enya,0.457,0.353,6,1,0.334,0.3956131354779297,0
45651,The Dance #2,Laraaji,0.293,0.838,11,0,0.76,0.4693484585278051,2
45652,Childhood Remembered,Kevin Kern,0.188,0.0748,10,0,0.073,0.275363653487934,2
45653,Arinya,Enam,0.358,0.424,3,1,0.12,0.3762615374955525,1
45654,Chorale I (Za Ma Ba),Adiemus,0.213,0.195,4,1,0.196,0.3687854496745432,1
45655,Situation finale,Sylvain Chauveau,0.31,0.213,0,0,0.0753,0.585684087151259,1
45656,Oró,Máire Brennan,0.679,0.333,3,1,0.391,0.513145942778208,1
45657,Flight Of Fantasy,Yanni,0.424,0.516,7,1,0.231,0.6898218882772766,0
45658,Whisper of Angels,Amici Forever,0.0872,0.353,2,0,0.0997,0.3138784821783629,1
45659,Dancehall Places,Mint Royale,0.499,0.646,9,1,0.443,0.6194646183469725,2
45660,Isabella,Mediæval Bæbes,0.72,0.599,11,0,0.488,0.4191925322840579,2
45661,Ballad,Vangelis,0.235,0.122,9,1,0.0378,0.5204127336277444,2
45662,Sundance,Kitaro,0.329,0.667,11,0,0.361,0.639791540216413,2
45663,Yellow Kanji,Llewellyn,0.0719,0.0882,4,0,0.0462,0.3155319282529982,1
45664,"Spesso, Sprofondo",Emma Shapplin,0.222,0.52,7,0,0.0481,0.4055128822285942,0
45665,Simple Praise,Joanie Madden,0.15,0.254,7,1,0.0938,0.8028589966303189,0
45666,Ostrichsized,Lifetime,0.301,0.948,0,1,0.363,0.4206408673266498,1
45667,Summer's Child,David Lanz,0.604,0.158,5,1,0.268,0.3826618388831914,0
45668,The Little Drummer Boy,Celtic Woman,0.304,0.28,9,1,0.145,0.2795830804328261,2
45669,Night Wind,David Arkenstone,0.453,0.463,4,0,0.269,0.586014776366186,1
45670,If You're Not The One,Myleene Klass,0.511,0.209,9,0,0.0789,0.4606124029385295,2
45671,Let Me Lie,Hayley Westenra,0.153,0.259,9,0,0.0513,0.3525816781431173,2
45672,The Mermaid,Yanni,0.4,0.197,7,0,0.133,0.7274534837480902,0
45673,Comparsa,Deep Forest,0.707,0.824,8,1,0.965,0.6364051152179828,0
45674,El Momento,Jens Gad,0.637,0.3,7,0,0.572,0.3307059586847778,0
45675,Choronzon,Tangerine Dream,0.405,0.745,2,1,0.876,0.8297034261914231,1
45676,Electric Counterpoint - Fast (movement 3),Steve Reich,0.74,0.324,7,1,0.319,0.5358923376378744,0
45677,Thrash,Mike Oldfield,0.633,0.869,7,1,0.693,0.4184976663387681,0
45678,Earthsong,Karunesh,0.188,0.113,8,1,0.0361,0.5509031164319053,0
45679,Poseidon,Cusco,0.42,0.331,5,0,0.243,0.4814834969337994,0
45680,The Journey Home,Sarah Brightman,0.323,0.657,9,1,0.119,0.5274409259298019,2
45681,In Existence,BEAUTIFUL WORLD,0.483,0.611,9,1,0.53,0.7247661106343791,2
45682,Havana Club,Ottmar Liebert,0.515,0.665,9,0,0.912,0.5019820423198477,2
45683,After Thousand Words,Era,0.481,0.488,1,0,0.0363,0.4802360869838214,1
45684,Voyage Of The Butterfly,Nicholas Gunn,0.2,0.28,6,0,0.219,0.3473952991900207,0
45685,Dreams Of Surf,Vangelis,0.22,0.0751,7,1,0.0445,0.3975637832520564,0
45686,Flight Being,Bernward Koch,0.324,0.0472,5,1,0.0455,0.4043198894911991,0
45687,Vuela Muy Alto,Jerry Rivera,0.662,0.889,0,0,0.828,0.6864103476422696,1
45688,The Holly and the Ivy,George Winston,0.393,0.413,8,1,0.285,0.63365495301283,0
45689,Love's First Smile,Kevin Kern,0.53,0.0366,9,1,0.15,0.4184641788233325,2
45690,Simurgh,Irfan,0.374,0.424,9,0,0.0562,0.4474559953117479,2
45691,Aqua,Kitaro,0.375,0.413,4,0,0.361,0.7703342472634422,1
45692,Superpopstar,Waldeck,0.618,0.543,6,1,0.284,0.8908139559220579,0
45693,Fairyland,Angelzoom,0.507,0.806,0,1,0.234,0.330881768140815,1
45694,Cantiga,Mediæval Bæbes,0.556,0.629,0,1,0.782,0.4157642478913331,1
45695,Gypsy Heart,Govi,0.66,0.793,0,0,0.935,0.4173632767533854,1
45696,Cry Over You,Fiona Joyce,0.459,0.198,2,0,0.148,0.6113857552481216,1
45697,Moon Light,Deep Forest,0.236,0.239,7,1,0.143,0.2386780803281776,0
45698,Just 'n' Image,Ace of Base,0.661,0.875,7,0,0.464,0.4701144854433957,0
45699,Virtue,Jesse Cook,0.534,0.548,8,0,0.368,0.6485820130182717,0
45700,Daire's Dream,Celtic Spirit,0.215,0.261,4,0,0.0819,0.352514703112246,1
45701,Vol De Nuit,Paul Schwartz,0.607,0.566,4,0,0.0429,0.5023545909290693,1
45702,Deborah,Jon & Vangelis,0.264,0.287,1,0,0.0516,0.4877917076539903,1
45703,Four Worlds,Nicholas Gunn,0.425,0.328,10,0,0.573,0.7706607505389398,2
45704,Childhood Hour,Bernward Koch,0.206,0.0375,7,0,0.0645,0.5643650976370372,0
45705,Enigmatism,Mike Oldfield,0.529,0.151,4,0,0.369,0.3139370853303753,1
45706,El Machete,Antibalas Afrobeat Orchestra,0.696,0.907,6,1,0.969,0.4888047049959187,0
45707,Into the Core,Lunascape,0.484,0.774,2,1,0.492,0.7119906234956781,1
45708,Waves of Green,Liv Kristine,0.159,0.327,2,0,0.0388,0.7268716381673956,1
45709,Live to Love,Paul Cardall,0.296,0.157,1,1,0.044,0.5298143535863036,1
45710,Govinda Hare,Krishna Das,0.408,0.337,0,1,0.276,0.4524791226270956,1
45711,Eric's Theme,Vangelis,0.0605,0.23,1,1,0.049,0.2713535235145148,1
45712,Mojave,Afro Celt Sound System,0.444,0.711,2,1,0.0594,0.565013918248603,1
45713,A Seed Dreaming Inside,Gandalf,0.375,0.28,4,0,0.063,0.5522593608070491,1
45714,Poeme,Secret Garden,0.174,0.146,9,1,0.101,0.3126436300466732,2
45715,Tres Marias,Deep Forest,0.627,0.402,8,1,0.377,0.5843571443521213,0
45716,Seidr,Hagalaz' Runedance,0.375,0.488,10,0,0.0772,0.4271583750183135,2
45717,Anthracite,Sylvain Chauveau,0.133,0.0769,10,1,0.171,0.5988153791414639,2
45718,The Wexford Carol,Celtic Woman,0.24,0.0518,0,1,0.275,0.725975847129492,1
45719,The Impending Death of the Virgin Spirit,William Ackerman,0.342,0.207,11,1,0.178,0.3810879256577158,2
45720,Green Gassho,Llewellyn,0.157,0.105,6,1,0.0523,0.3843655162309802,0
45721,Elektro Vakuum,Madrugada,0.374,0.838,2,0,0.462,0.3425605391489985,1
45722,Om Nama Shivaya,Donna De Lory,0.542,0.581,7,1,0.646,0.7017601875300864,0
45723,Pilgrim's Way,Máire Brennan,0.2,0.157,9,1,0.0772,0.3291320454593022,2
45724,Sacred River,Gandalf,0.155,0.214,1,0,0.0571,0.3364155800665564,1
45725,Earth And Sky,Terry Oldfield,0.192,0.0333,1,0,0.107,0.2981770233784717,1
45726,Lost Tribe,Nicholas Gunn,0.308,0.36,0,1,0.192,0.5779359132673351,1
45727,Numbers 1-4,Penguin Cafe Orchestra,0.272,0.271,9,1,0.0482,0.2678498922120597,2
45728,Ri Na Cruinne,Clannad,0.491,0.279,0,0,0.39,0.6694824085895478,1
45729,Trail Of Tears,Clannad,0.591,0.542,0,0,0.324,0.4812741999623266,1
45730,Amnion,Bola,0.509,0.724,1,1,0.437,0.4350781724188451,1
45731,Morning Celebration,Karunesh,0.594,0.654,1,0,0.449,0.3351430544800016,1
45732,Kilimandjaro,Era,0.616,0.508,1,0,0.207,0.5027731848720149,1
45733,After the Sunrise,Yanni,0.447,0.226,0,1,0.0843,0.4349735239331087,1
45734,Himalaya,Vangelis,0.216,0.208,9,1,0.0393,0.6427216978170327,2
45735,Ice Floes In Eden,Harold Budd,0.195,0.00612,10,0,0.0351,0.5187802172502565,2
45736,Heaven Is Here,Sarah Brightman,0.493,0.528,3,1,0.271,0.3849724774482514,1
45737,Hausmusik,Harmonia,0.213,0.135,0,1,0.0711,0.3694384562255384,1
45738,Harmonics,Mike Oldfield,0.521,0.317,0,1,0.198,0.3550513824064966,1
45739,Sinon le vent qui passe,Sylvain Chauveau,0.594,0.134,2,1,0.0,0.281186295234308,1
45740,White Eagle,Tangerine Dream,0.506,0.347,9,0,0.428,0.6269448921074112,2
45741,Layers of Tranquility,Karunesh,0.214,0.316,4,0,0.0756,0.6389292366939451,1
45742,Thousand Words,Era,0.11,0.117,10,0,0.0376,0.2908181418614872,2
45743,Sister Awake,The Tea Party,0.352,0.813,5,1,0.26,0.441825906779129,0
45744,Red Rover,Fleetwood Mac,0.631,0.88,10,1,0.71,0.6166307373532306,2
45745,Turning To Peace,Paul Schwartz,0.426,0.441,11,0,0.179,0.5858222231524309,2
45746,The Bridge of Tears,Clannad,0.26,0.302,0,0,0.0397,0.3741560099625358,1
45747,Primi passi,Fabrizio Paterlini,0.34,0.198,11,0,0.165,0.5772410473220453,2
45748,Suddenly Yours,2002,0.227,0.0481,8,1,0.0386,0.2782728813914062,0
45749,Fort,Faun,0.51,0.311,0,1,0.0852,0.5085162937692292,1
45750,Poison Arrows,Mike Oldfield,0.649,0.513,11,0,0.596,0.4892526005148706,2
45751,Balthus Bemused by Color,Harold Budd,0.177,0.0187,5,1,0.0393,0.5111659934280751,0
45752,Harbinger (reprise),Mike Oldfield,0.442,0.165,10,1,0.251,0.3140961510286946,2
45753,Britannia,Lesiëm,0.369,0.52,2,1,0.159,0.3475083195546161,1
45754,Hugh,Nightnoise,0.427,0.193,2,0,0.0467,0.4074635300027209,1
45755,Fair Wind,Lisa Lynne,0.669,0.333,8,0,0.398,0.3433516817011658,0
45756,Musica Universalis,Mike Oldfield,0.426,0.153,11,1,0.0665,0.4188283555536952,2
45757,Nocturne urbain 2,Sylvain Chauveau,0.742,0.0129,9,0,0.0,0.2017622804998012,2
45758,The Room,Harold Budd,0.376,0.0905,2,0,0.183,0.4809895560811236,1
45759,No Mans Land,Mike Oldfield,0.611,0.551,4,0,0.533,0.3349128278113816,1
45760,The Water Is Wide,Órla Fallon,0.376,0.177,5,1,0.177,0.4320349944536303,0
45761,Memories of Blue,Vangelis,0.214,0.103,1,1,0.0383,0.3672199083279265,1
45762,Mond Tanz / Child in Time,Blackmore's Night,0.469,0.653,2,0,0.56,0.5525816781431172,1
45763,Looking Back,Jim Brickman,0.392,0.087,0,1,0.11,0.5344733041712887,1
45764,After The Gold Rush,Michael Hedges,0.497,0.0586,7,1,0.072,0.5947006006823081,0
45765,Sacred Stones,Sheila Chandra,0.137,0.218,2,1,0.144,0.3187090562799556,1
45766,Processional,William Ackerman,0.382,0.174,8,0,0.17,0.40523661022625,0
45767,Dream in an Open Place,Vangelis,0.239,0.12,9,1,0.0389,0.2782728813914062,2
45768,Amor Amor,Nino,0.691,0.863,7,1,0.844,0.725360514033362,0
45769,Days of Wine and Roses,Henry Mancini,0.634,0.276,5,1,0.49,0.5467883379727496,0
45770,Crescent,Brendan Perry,0.327,0.398,1,0,0.1,0.6561962368404529,1
45771,Got To Stop,Sophie Zelmani,0.63,0.272,5,1,0.16,0.4279453316310513,0
45772,Hearts In Celestial Unison,Gandalf,0.166,0.458,0,1,0.0831,0.609372318382553,1
45773,Jealous Heart,Máire Brennan,0.353,0.287,2,1,0.374,0.2664643462609096,1
45774,Windfall (Remastered),Dead Can Dance,0.309,0.277,1,0,0.042,0.3359718704870341,1
45775,Paloma,Jesse Cook,0.714,0.775,11,0,0.761,0.418606500763934,2
45776,100 Metres,Vangelis,0.168,0.0961,2,1,0.0328,0.3420958998723288,1
45777,Mobility,Moby,0.671,0.384,10,1,0.0576,0.506230770840746,2
45778,Sacred Nature,Paul Cardall,0.302,0.0659,9,0,0.0353,0.4801481822558028,2
45779,When You're Falling,Afro Celt Sound System,0.678,0.776,11,1,0.15,0.4729944117708617,2
45780,Automne,Amethystium,0.627,0.659,3,0,0.286,0.4978923794972687,1
45781,The Dragon,Vangelis,0.269,0.407,10,0,0.149,0.3685970824002176,2
45782,El Ramu,Hevia,0.389,0.525,7,1,0.563,0.3140961510286946,0
45783,Misty Eyed Adventures,Máire Brennan,0.574,0.142,0,1,0.214,0.5019946001381361,1
45784,Down By The Sally Gardens,Órla Fallon,0.332,0.131,0,1,0.242,0.5144770715167752,1
45785,Believe In Me,Blackmore's Night,0.392,0.402,0,1,0.171,0.3306222398961887,1
45786,Ciranda Do Mundo,Maria Rita,0.602,0.542,7,0,0.516,0.3920550869628917,0
45787,The Heart's Cry,Anúna,0.294,0.152,2,1,0.0493,0.4389962117248164,1
45788,Aquatic Dance,Vangelis,0.514,0.343,1,0,0.0793,0.50142531237573,1
45789,Toys Not Ties,Nightnoise,0.132,0.0883,4,0,0.0837,0.3031080600263714,1
45790,The Crusades,Cusco,0.109,0.318,8,1,0.0635,0.2874149731053392,0
45791,"God Rest Ye Merry, Gentlemen",Loreena McKennitt,0.408,0.393,0,1,0.492,0.370535172356056,1
45792,Viper,Mike Oldfield,0.683,0.57,9,0,0.29,0.531568262207246,2
45793,Natural Healing,Shajan,0.184,0.132,9,0,0.032,0.3440842211013207,2
45794,A Simple Life,Brian Crain,0.355,0.163,0,0,0.11,0.4692019506477742,1
45795,Cloudy This Morning,George Winston,0.277,0.165,7,0,0.145,0.587023587768685,0
45796,Om Namah Shivaya,Deva Premal,0.283,0.491,5,1,0.322,0.6270872140480127,0
45797,Cafe Del Mar,Nacho Sotomayor,0.473,0.668,4,1,0.0595,0.3974591347663199,1
45798,Electro Love,Lunascape,0.612,0.705,10,0,0.539,0.4814458234789343,2
45799,Barganaz,Hevia,0.601,0.694,2,1,0.93,0.5230708051654493,1
45800,Perfect Time,Máire Brennan,0.194,0.277,10,1,0.109,0.3616107494924548,2
45801,Gipsy,Jesse Cook,0.76,0.853,7,1,0.811,0.4858410598798636,0
45802,Court to Love,Clannad,0.388,0.422,7,1,0.363,0.7359300110927395,0
45803,Bardo,Vas,0.59,0.361,7,0,0.0893,0.6109839050628938,0
45804,A Bridge (That Carries Us Over),Clannad,0.409,0.423,0,0,0.154,0.3347998074467863,1
45805,Save Me Now,Andru Donalds,0.426,0.479,2,1,0.117,0.6533037526946985,1
45806,Point of Departure,The Future Sound of London,0.301,0.335,1,1,0.116,0.5566336675108312,1
